"track_id","track_name","track_artist","track_popularity","track_album_id","track_album_name","track_album_release_date","playlist_name","playlist_id","playlist_genre","playlist_subgenre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"270MuyUHPJJUXWApRk2Py8","Macarena - Bayside Boys Remix","Los Del Rio",38,"0F2v1g7RUEmK077TfZGeoS","Ultimate Holiday Hits","2008-07-25","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.746,0.909,11,-6.032,1,0.058,0.206,2.23e-06,0.0656,0.962,103.189,222027
"2goLsvvODILDzeeiT4dAoR","Believe","Cher",76,"0jZfbz0dNfDjPSg0hYJNth","Believe","1998","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.652,0.917,6,-6.72,1,0.0548,0.0082,0,0.0509,0.459,132.975,239027
"36sAHywEsh50kaM6CpENHp","(You Drive Me) Crazy","Britney Spears",2,"7e2tD25UffSO1019rrrRPe","Baby One More Time","1999-01-12","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.755,0.944,8,-3.936,1,0.0342,0.0599,0,0.332,0.962,104.006,198093
"3DYVWvPh3kGwPasp7yjahc","The Sign","Ace of Base",55,"0nQFgMfnmWrcWDOQqIgJL7","Greatest Hits","2008-11-14","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.802,0.828,4,-6.366,0,0.0426,0.0127,0.0683,0.0293,0.946,97.01,189787
"6YZpyZ4gmK4VQWvN6230A2","Will I Ever","Alice DJ",49,"5oPKlo7IBFXlh12tqDVoAU","Who Needs Guitars Anyway?","2000","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.651,0.836,2,-7.825,1,0.0309,0.000489,0.794,0.0539,0.628,137.048,210147
"4RybvT8lyLLjkWXqmAuZnX","Happy People (feat. Marky Mark)","Prince Ital Joe",50,"3Vvt7b5z4GVIaK14CfKF88","Life In The Streets","1994-04-29","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.793,0.588,9,-8.346,0,0.0435,0.28,0,0.317,0.38,130.039,238200
"4q7HqgwzTAK332xEbzuBVm","Sex On The Beach - Original Mix","T-Spoon",3,"0AqYdbMMsucUfiXV9mCp8O","Sex on the beach","2008-11-15","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.731,0.745,5,-7.611,1,0.0269,0.147,0,0.166,0.969,99.989,237293
"6JFyoWiWW69dTjPrJ0RxQ1","When You Wish Upon A Star","The Mamas",55,"0RwaotyCpvAytYj5WaH96L","When You Wish Upon A Star","2019-11-08","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.267,0.21,9,-8.994,1,0.0292,0.825,0,0.105,0.288,194.352,183667
"4yEXem27DzCg8xytvvO3E9","Lollipop (Candyman)","Aqua",0,"2vb252Haz9iX4iOd7vP8kX","Greatest Hits","2009-01-01","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.716,0.981,0,-3.612,0,0.031,0.0317,0.0074,0.171,0.861,139.047,215053
"5a6WvCvpzP3flz3ZG0aAMp","Rock My Heart - Radio Mix","Haddaway",44,"1LAx7yCVbGwskdnGDof8SC","The Album","1993-09-13","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.592,0.931,5,-7.186,0,0.0371,0.00551,0.0301,0.205,0.612,130.028,250933
"5p0rUHicpwMZil8RlNGGth","This Is Your Night","Amber",52,"5NNCWaLHgcwPrWSPsp86ph","This Is Your Night","1996-11-26","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.674,0.908,9,-3.262,0,0.0325,0.0714,0.000104,0.121,0.861,127.99,238160
"6xjmujeAeuBznFjdKhZQNY","The Other Side","Grace Gracie",35,"7yoBhbkKWO2Z1D8ejHTSng","The Other Side","2019-11-29","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.422,0.621,8,-4.946,0,0.049,0.689,0.00117,0.135,0.118,128.077,183750
"0kwENjv9F98MZLPEN3gCQT","Gonna Make You Sweat (Everybody Dance Now)","C & C Music Factory",2,"3DFnN7SaYffZ6BrSmIhtkR","100 Hits of the '90s","2010-02-26","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.561,0.789,6,-9.134,1,0.0952,0.00217,0.446,0.194,0.796,112.815,243800
"0XVikcHfkoBvJ5ZU8xQBWn","Come and Get Your Love - Radio Edit","Real McCoy",41,"0m4EUHpp4mVnV8AWHT7T7x","Another Night","1995-03-28","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.736,0.864,8,-6.567,1,0.0397,0.0179,1.62e-05,0.345,0.763,108.828,194560
"4wtR6HB3XekEengMX17cpc","Children","Robert Miles",67,"5vwm8dEf7xGTqUAas8zGdC","Dance Vault Mixes - Children","1996-07-11","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.604,0.755,0,-10.761,1,0.0337,0.000295,0.812,0.0625,0.388,137.064,243267
"4lDKORchTM8Rd0PFQFXTLX","Baby Baby","Corona",55,"6rrPmmb2lQd5pNRL6HKBZx","The Rhythm of the Night","1994","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.639,0.869,7,-8.479,1,0.0311,0.00336,0.002,0.0576,0.562,133.033,228013
"12DVGoYMPBebItALnmaNdT","Pump Up the Jam","Technotronic",38,"1k1nZFZj8nOI5Yugc6hQs6","Winners Greatest Hits Vol.2","2010-11-16","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.848,0.875,10,-8.866,0,0.0822,0.0164,1.69e-06,0.046,0.673,124.821,214576
"5jOvmh1DYmaiBPETL6HCRY","Waiting for Tonight","Jennifer Lopez",55,"7LN1DM2rLG5GFezakJF4vk","Dance Again...The Hits","2012-07-20","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.694,0.941,10,-6.108,0,0.0408,0.00224,0.0826,0.109,0.854,125.014,246507
"4Fqm5rqB0WMx0hPOwgRjFr","Dreams (Will Come Alive)","2 Brothers On The 4th Floor",61,"3us11hQQJX1JXSIOz98bGG","Dreams","1994","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.701,0.979,7,-4.861,0,0.048,0.00328,0.308,0.416,0.612,134.013,263163
"1vuz46T61qINYeGeN93AKZ","Life - Radio Edit","Des'ree",27,"1suw2wSUQSR9ZJxL2xkh3e","Essential - The 90s","2010-09-10","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.723,0.711,1,-5.846,1,0.0427,0.192,5.74e-06,0.11,0.661,104.814,189987
"1Je1IMUlBXcx1Fz0WE7oPT","Wannabe","Spice Girls",79,"3x2jF7blR6bFHtk4MccsyJ","Spice","1996-01-01","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.768,0.864,11,-6.145,1,0.0324,0.101,0,0.162,0.891,110.008,173027
"6X5nB9TR6EK9ABabYAzcQ8","Ride Wit Me - Album Version (Edited)","Nelly",2,"6pHCHKNM0hRDgKRR52tW7X","Lost & Found: Noughties Pop Volume 1","2007","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.843,0.682,7,-6.446,1,0.0646,0.0627,2.54e-06,0.0301,0.766,101.865,290373
"0b8PKDeFc2T5u9cRbLLv2r","We’re Going to Ibiza!","Vengaboys",60,"5t02mTYT9ks9sOC1ihea4a","Greatest Hits!","2000","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.802,0.671,1,-9.969,1,0.0424,0.0233,0.0108,0.0943,0.912,103.993,216360
"2wz5weI4PREzpexKfrKgwv","Sweet Dreams","La Bouche",62,"7hP1XPeFjOYTM2xgruJZyo","Greatest Hits","2007","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.656,0.956,11,-5.647,0,0.0536,0.0784,0.0247,0.0923,0.831,133.713,204587
"2es5efbIHrLOLcdmBmpoiR","Back in My Life","Alice DJ",45,"6dPOi4Pi89IJ4zk7Xh911S","Back in My Life","1999","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.576,0.828,0,-8.883,1,0.0327,0.000223,0.822,0.35,0.479,137.968,212493
"2Ld2LehpgQNREMxl9LlIzm","Boom, Boom, Boom, Boom!!","Vengaboys",62,"44BtGGBJohrvoKVzmi1wij","Boom, Boom, Boom, Boom!!","1998","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.8,0.894,6,-7.346,0,0.04,0.0108,0.437,0.0285,0.967,138.48,201840
"0JXXm3RqxU8EKzX4P8M0n3","More And More - Single Version","Captain Hollywood Project",60,"01ChjoiBlN7bBmsvrzuzlo","Love Is Not Sex","1993-03-05","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.661,0.847,7,-11.855,1,0.0349,0.225,0.835,0.0863,0.71,125.862,253573
"40WzXFabdkT1KCgRYwoz8X","Generation Of Love","Masterboy",1,"0y01fluOw7z4BxN06InlRr","Generation Of Love","1995-01-01","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.655,0.884,6,-6.515,0,0.0602,0.0102,0,0.259,0.772,140.008,219240
"0ibYVniVLMJWvc3eNfYk8T","Run Away","Real McCoy",49,"0m4EUHpp4mVnV8AWHT7T7x","Another Night","1995-03-28","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.721,0.924,1,-8.282,1,0.0396,0.000683,0.00382,0.0817,0.694,130.947,244133
"0DURckDH8F3pzTz7KKFLz7","Call Me","Deee-Lite",33,"1sozEjvFpn72ZGQtPrLTa1","Dewdrops In The Garden","1994","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.667,0.827,11,-10.869,0,0.0553,0.0286,0.0135,0.245,0.441,127.993,230600
"5LskeIhrR7YqlbrPWZJRLe","(You Drive Me) Crazy [The Stop Remix!] - Remastered","Britney Spears",40,"2ti2e8J05nwg9ikcMjW8aS","The Essential Britney Spears","2014-07-29","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.727,0.951,8,-4.004,1,0.0375,0.211,0.000701,0.0537,0.774,101.078,197653
"1GwdUrz7DujSedNxnzVfqI","Beautiful Life","Ace of Base",4,"3BSPr0MAvO0iTCkxPs1vIA","Singles of the 90s","1999-01-03","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.741,0.953,0,-6.969,0,0.0333,0.202,0.00684,0.0954,0.735,135.002,219307
"4mSRaJAwIZOhdxFQF4ryZa","Celebration","Kylie Minogue",27,"3qblPGf60yPkkYaBwDg6ig","Celebration","1992-11-29","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.697,0.874,0,-5.979,1,0.0356,0.0469,0.0177,0.0817,0.576,121.225,238747
"7kWmT6l911OFlkhhSV6KlM","Got to Get It","Culture Beat",48,"4WiN45TcjcmOnnk8ZPzIIO","Serenity","1993-01-01","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.668,0.909,9,-9.925,0,0.0397,0.000705,0.0448,0.235,0.541,132.865,321427
"6JXghpembwocSY1Ky0TxTt","No More (I Can't Stand It)","Maxx",48,"0DtX7zwNKLUtDWpDFHRVsG","To The Maxximum","1994","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.763,0.791,10,-11.246,1,0.0357,0.0102,0.0743,0.271,0.603,137.948,281933
"69jRUfC6ZjhiY88OySXqoj","Let the Dream Come True","DJ Bobo",40,"42iXHnNCzEOJ3Ik0J5OEJz","Best Of","2014-05-02","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.701,0.868,11,-7.585,0,0.0287,0.0337,0.114,0.291,0.716,141.981,241067
"32PCjJw8mk1FrJT2FcqRtT","Let's Talk About Sex","Salt-N-Pepa",2,"4eKi4PJuybybkSbE6nNQnD","RnB Fridays","2015-10-30","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.871,0.709,6,-7.213,1,0.109,0.037,0,0.236,0.724,106.912,212747
"7vHkU1H73z5NVbGTIyI1DG","Around The World","Aqua",0,"2vb252Haz9iX4iOd7vP8kX","Greatest Hits","2009-01-01","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.705,0.975,6,-3.847,1,0.0312,0.00332,0.000182,0.537,0.969,129.934,209120
"0weAUscowxeqDtpCgtbpgp","Gettin' Jiggy Wit It","Will Smith",70,"2esWeP8Ln1sXA0jbDmi3Zq","Big Willie Style","1997-10-03","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.881,0.874,6,-4.505,1,0.139,0.0175,1.19e-06,0.154,0.858,107.891,227933
"5Jcv891JICGnMkkP7Lr3Ju","Cotton Eye Joe","Rednex",5,"3DFnN7SaYffZ6BrSmIhtkR","100 Hits of the '90s","2010-02-26","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.738,0.937,9,-7.788,0,0.0668,0.0124,0.00206,0.0338,0.614,131.994,193827
"71Cid4UeolaHRzdbmMDAVb","Get A Way","Maxx",60,"0DtX7zwNKLUtDWpDFHRVsG","To The Maxximum","1994","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.852,0.864,2,-10.131,1,0.0387,0.0334,0.0239,0.0525,0.603,132.999,226773
"3f2pJ9Mb9EcaCLJjm1aevz","I Give You My Heart","Mr. President",4,"2t8Bc4qBseswbwOoHGHK8d","We See The Same Sun","1996","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.744,0.933,4,-4.875,1,0.0329,0.0027,0.000315,0.114,0.911,145.977,215067
"3XVozq1aeqsJwpXrEZrDJ9","Ice Ice Baby","Vanilla Ice",70,"20O6lfaDAoMhUj5TAvVbb6","Vanilla Ice Is Back! - Hip Hop Classics","2008-11-04","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.979,0.792,2,-2.784,1,0.0388,0.0025,7.71e-06,0.102,0.583,116.012,254467
"1B95cw0Rjg96AKLfxxUSnb","Lost in Someone Else","Casey Derhak",39,"02tI1RemCJ8dW5aab1zqHj","Southern Pop, Vol. 1","2019-04-23","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.734,0.551,0,-7.392,1,0.032,0.571,1.11e-05,0.123,0.505,99.984,237534
"0yx5eBLk3AGOH5EruCqLDx","Hardcore Vibes","Dune",57,"5hAcH6CTDKGj43pMhp4iwR","Dune","1995-07-31","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.578,0.631,4,-11.93,0,0.0415,0.0156,0.488,0.0578,0.484,163.883,213240
"72lAIcldZMBgaeF6XwjAnC","Better Off Alone - Hitradio Mix","Alice Deejay",3,"4nfa816hAo6qoIHzrVsELJ","Better Off Alone","1999","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.674,0.772,8,-9.69,0,0.0659,0.00352,0.8,0.256,0.762,136.969,218493
"3DdCb7EyPUcUD0LKWkJ0L7","Roses Are Red - Original Version","Aqua",2,"58F319Pyj5Pb2jCB5oBLoT","Greatest Hits","2009-01-01","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.612,0.974,0,-3.527,0,0.0407,0.0133,0.0107,0.618,0.817,139.934,222747
"2foOeJLKSvepjHEkb4NR8N","Think About The Way","Ice Mc",59,"3fSQDORWIQuhjPWZOptkML","Ice 'n' Green","1994-01-01","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.763,0.713,2,-8.9,0,0.0311,0.128,0.000623,0.145,0.668,132.993,260973
"2QbuqnxPaHCsYnlbAZDxvV","Try Me Out","Corona",48,"6rrPmmb2lQd5pNRL6HKBZx","The Rhythm of the Night","1994","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.753,0.77,7,-8.655,0,0.035,0.0489,0.000397,0.251,0.558,130.977,206880
"4KjXkB31IrgmVimunoVrts","Max Don´t Have Sex With Your Ex","E-Rotic",46,"46uw8uMUqyfb4tRAGd2L89","Sex Affairs","2001-07-01","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.547,0.993,9,-5.565,0,0.0604,0.00786,0.00119,0.362,0.656,139.886,211040
"5YTMRAT4yKgFrepF8Hi3mY","I Want You Back - Radio Edit","*NSYNC",54,"0CADmCXbIx4F9m6TBwLtFd","'N Sync","1997-05-26","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.758,0.93,8,-3.22,0,0.0425,0.0503,0.000226,0.325,0.853,112.042,202107
"5hDPWrf12qJQ2pFGTbputX","Ecuador - Original Radio Edit","Sash!",45,"0hMDjyMROTrvRaCygtpWU3","The Best Of","2016-09-30","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.591,0.888,4,-6.836,1,0.0354,0.00223,0.699,0.396,0.588,132.885,212133
"1gyaphIqlNbfhlQTUJ8iNr","Saturday Night - Radio Edit","Whigfield",6,"0PpDjwX93DRxVmakubuAtN","Best of [X-Mas Edition]","2013-12-17","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.735,0.868,11,-9.07,1,0.0387,0.0339,0.0264,0.234,0.965,129.963,223910
"4kFmRFE9YzjKnUCbXQKnag","Nessaja","Scooter",47,"3y02W7Qv7zFB85ApapWbVt","20 Years of Hardcore (Remastered)","2013-10-11","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.486,0.904,2,-6.642,1,0.0364,0.000748,0.0984,0.187,0.118,143.048,208450
"34zbPJOhBLVd4sYbHSV7nr","Dub-I-Dub","Me & My",49,"4WmrKyFBuGY2ygFrRqMUVH","Me & My","1995","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.658,0.96,7,-6.251,1,0.0474,0.066,1.38e-05,0.154,0.961,136.005,205000
"6PUzxtIHkv346yP89NzP9X","Kernkraft 400","Zombie Nation",47,"2qmrRoUZQemrKFr9PBMDHd","Kernkraft 400 Single Mixes","2006-03-07","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.798,0.43,8,-7.839,0,0.0868,0.0055,0.901,0.146,0.487,140.064,285173
"4cjHy6TwppuNZ05yrP8Fic","Think of You - Radio Edit","Whigfield",50,"13pJUleJn57jkWQFZ3b6lj","Think of You - Single","1995-05-08","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.696,0.806,8,-11.141,1,0.0361,0.0631,0.00155,0.0343,0.871,127.395,243069
"2Biy0tRkZTGxGH8axDwnqP","The Bomb (These Sounds Fall Into My Mind)","The Bucketheads",50,"7AvNbRsfa2B0Hwf4bfcABj","All In The Mind","1995-03-03","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.782,0.874,5,-3.57,1,0.0384,0.0027,0.343,0.0766,0.872,125.917,202934
"1CJbLAkUiPXrttszpQhnO6","Mr. Vain Recall - Radio Edit","Culture Beat",7,"7KmBBdhWW33xFdfaoV0iVv","Mr. Vain Recall","2009-07-24","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.549,0.947,2,-5.141,1,0.0702,0.00191,0.0322,0.333,0.38,139.747,213413
"1SssFw74DdHVjRa6ADggdD","Sweat (A La La La La Long)","Inner Circle",70,"0zLd8jpRt4m6FWCu81Fb9n","Blazzin' Fire","2010-12-14","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.787,0.727,0,-7.705,1,0.224,0.0124,0,0.157,0.936,173.025,227067
"7dIa8yS7HIPKkBvOmERSZ7","U Got 2 Let The Music - Brescia Edit","Cappella",46,"5WnAHnV4xlvxZXEDOtISxX","Best Of Cappella","2010-06-18","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.669,0.974,9,-4.33,0,0.0369,0.0911,0.174,0.174,0.682,135.046,218907
"44o1MQVbm8S827avRs4RHc","Feel the heat of the night - Radio Edit","Masterboy",50,"73rwjoMZxrGQdbe5rPK7EY","Feel the heat of the night","2006-01-23","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.625,0.917,9,-6.893,0,0.0396,0.0136,0.00338,0.324,0.9,137.968,221840
"1M9HkdNJ9ArhHc4ueJ5tVm","Captain Jack - Short Mix","Captain Jack",48,"5l3oBATLEoSIqIbLyrEH90","Captain Jack Is Back","2008-11-21","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.667,0.999,1,-4.375,0,0.0828,0.0726,4.15e-05,0.238,0.566,149.875,248533
"09nxdcY2oYo57fJrG6CCCT","Dragostea Din Tei - Original Romanian Version","O-Zone",8,"4I8dkoKeszRKl3UqT89l7R","Time 25th Anniversary","2009-12-25","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.813,0.966,0,-3.924,1,0.0417,0.173,0,0.0729,0.681,130.086,213461
"3cOnQmSQuEUie603kZp82h","Somebody Dance with Me","DJ Bobo",43,"42iXHnNCzEOJ3Ik0J5OEJz","Best Of","2014-05-02","90s Dance Hits","50cXvxgMGrvoUeLhkzCyIO","pop","dance pop",0.682,0.988,6,-7.11,0,0.0388,0.101,0.00105,0.14,0.649,124.051,212893
